family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,mining_polygons_n,reporting_gap,tier,metal,ef,generation_window,closest_subtype,closest_subtype_km
ZnPb,52.0,-124.0,98.6,273.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,269.0
ZnPb,52.0,-122.0,98.4,235.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,201.0
ZnPb,56.0,114.0,95.7,275.0,Russia,True,False,1020,2739,5,12232,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,255.0
ZnPb,54.0,118.0,95.4,287.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,319.0
ZnPb,54.0,-126.0,95.3,335.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,178.0
ZnPb,54.0,-120.0,95.1,255.0,Canada,True,False,568,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,245.0
ZnPb,58.0,-128.0,95.1,247.0,Canada,True,False,1021,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,123.0
ZnPb,56.0,-126.0,94.9,250.0,Canada,True,False,772,4524,7,16415,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,60.0
ZnPb,56.0,96.0,94.9,245.0,Russia,True,False,1166,2739,5,12232,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,283.0
ZnPb,56.0,94.0,94.5,235.0,Russia,True,False,1257,2739,5,12232,True,高优先级-数据空洞优先核验,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,238.0
ZnPb,38.0,14.0,98.5,376.0,Italy,True,False,238,176,0,5669,False,高优先级-标准复查,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,441.0
ZnPb,44.0,8.0,97.8,229.0,Italy,True,False,56,176,0,5669,False,高优先级-标准复查,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,231.0
ZnPb,48.0,8.0,97.6,225.0,Germany,True,False,127,398,0,8735,False,高优先级-标准复查,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,266.0
ZnPb,46.0,2.0,97.5,242.0,France,True,False,319,511,0,4719,False,高优先级-标准复查,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,238.0
ZnPb,18.0,-98.0,97.2,230.0,Mexico,True,False,200,4663,1,2190,False,高优先级-标准复查,Zn,1.034,SEDEX/MVT(裂谷-被动陆缘盆地)或 VMS(弧),ZnPb_SEDEX,179.0
Cr,50.0,-126.0,99.7,226.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,50.0,-128.0,98.6,327.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,52.0,-124.0,98.2,316.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,52.0,-126.0,97.9,371.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,54.0,-128.0,97.8,235.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,52.0,-122.0,97.7,319.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,60.0,162.0,97.5,237.0,Russia,True,False,3139,2739,5,12232,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,56.0,-128.0,97.3,230.0,Canada,True,False,816,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,58.0,-130.0,97.1,260.0,Canada,True,False,1070,4524,7,16415,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,0.0,120.0,97.0,286.0,Indonesia,True,False,782,236,2,1883,True,高优先级-数据空洞优先核验,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,32.0,-116.0,99.5,246.0,Mexico,True,False,309,4663,1,2190,False,高优先级-标准复查,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,40.0,16.0,99.4,238.0,Italy,True,False,354,176,0,5669,False,高优先级-标准复查,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,-8.0,148.0,99.1,230.0,Papua New Guinea,True,False,185,254,0,542,False,高优先级-标准复查,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,20.0,-100.0,98.7,241.0,Mexico,True,False,110,4663,1,2190,False,高优先级-标准复查,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Cr,-24.0,-68.0,98.2,223.0,Chile,True,False,620,5575,4,1089,False,高优先级-标准复查,Cr,0.031,蛇绿岩(缝合带)豆荚状铬铁矿或层状铬,,
Mn,50.0,-126.0,98.9,225.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,50.0,-128.0,97.6,322.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,54.0,104.0,97.2,242.0,Russia,True,False,706,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,54.0,102.0,96.8,282.0,Russia,True,False,758,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,56.0,118.0,96.7,312.0,Russia,True,False,1174,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,54.0,118.0,95.6,290.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,52.0,96.0,94.4,313.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,54.0,106.0,92.8,271.0,Russia,True,False,679,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,50.0,106.0,92.7,241.0,Mongolia,True,False,241,311,2,449,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,50.0,96.0,92.4,300.0,Russia,True,False,829,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,56.0,108.0,92.1,246.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,54.0,100.0,92.0,349.0,Russia,True,False,831,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,50.0,116.0,91.9,223.0,Russia,True,False,702,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,52.0,116.0,91.8,282.0,Russia,True,False,792,2739,5,12232,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
Mn,-4.0,104.0,91.3,225.0,Indonesia,True,False,395,236,2,1883,True,高优先级-数据空洞优先核验,Mn,1.003,沉积/火山-沉积锰建造,,
W,52.0,-126.0,99.5,226.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,52.0,-124.0,99.0,267.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,50.0,-126.0,98.4,357.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,58.0,-128.0,97.4,249.0,Canada,True,False,1021,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,54.0,-122.0,97.2,268.0,Canada,True,False,531,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,50.0,-128.0,97.1,466.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,48.0,142.0,97.0,298.0,Russia,True,False,1382,2739,5,12232,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,52.0,-118.0,96.8,270.0,Canada,True,False,471,4524,7,16415,True,高优先级-数据空洞优先核验,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,20.0,-104.0,99.1,290.0,Mexico,True,False,513,4663,1,2190,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,36.0,138.0,99.0,230.0,Japan,True,False,161,668,0,539,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,0.0,-78.0,98.8,273.0,Ecuador,True,False,61,656,0,243,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,-40.0,-72.0,98.7,271.0,Chile,True,False,739,5575,4,1089,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,0.0,-80.0,98.6,277.0,Ecuador,True,False,168,656,0,243,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,16.0,-94.0,98.5,242.0,Mexico,True,False,403,4663,1,2190,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
W,38.0,28.0,98.5,249.0,Turkey,True,False,346,574,0,4113,False,高优先级-标准复查,W,48.111,白钨矿矽卡岩/黑钨矿脉，弧或造山花岗岩,,
Sn,50.0,-126.0,99.2,264.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,0.0,100.0,99.0,242.0,Indonesia,True,False,377,236,2,1883,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,54.0,-132.0,98.8,276.0,Canada,True,False,806,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,-2.0,102.0,98.6,287.0,Indonesia,True,False,420,236,2,1883,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,4.0,98.0,98.5,291.0,Indonesia,True,False,420,236,2,1883,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,-4.0,104.0,98.4,310.0,Indonesia,True,False,395,236,2,1883,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,50.0,-128.0,98.3,369.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,52.0,-122.0,98.2,344.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,54.0,-130.0,98.0,304.0,Canada,True,False,707,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,58.0,162.0,98.0,349.0,Russia,True,False,2973,2739,5,12232,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,52.0,-124.0,98.0,394.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,-6.0,106.0,97.8,382.0,Indonesia,True,False,93,236,2,1883,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,56.0,-128.0,97.8,255.0,Canada,True,False,816,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,52.0,-126.0,97.7,462.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sn,52.0,-120.0,97.5,338.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,Sn,16.097,锡石，弧后/后碰撞酸性花岗岩,,
Sb,52.0,-126.0,99.3,241.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,50.0,-126.0,98.8,264.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,52.0,-124.0,98.5,279.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,50.0,-128.0,97.8,369.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,52.0,-122.0,97.7,345.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,28.0,120.0,97.1,222.0,China,True,False,365,1937,6,15458,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,58.0,-128.0,97.0,256.0,Canada,True,False,1021,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,52.0,-120.0,96.9,345.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,54.0,-122.0,96.8,269.0,Canada,True,False,531,4524,7,16415,True,高优先级-数据空洞优先核验,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,22.0,-104.0,98.8,241.0,Mexico,True,False,553,4663,1,2190,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,0.0,-78.0,98.6,248.0,Ecuador,True,False,61,656,0,243,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,18.0,-102.0,98.6,248.0,Mexico,True,False,342,4663,1,2190,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,-38.0,-72.0,98.5,239.0,Chile,True,False,521,5575,4,1089,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,-42.0,-72.0,98.5,250.0,Chile,True,False,959,5575,4,1089,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
Sb,-42.0,-74.0,98.4,239.0,Chile,True,False,996,5575,4,1089,False,高优先级-标准复查,Sb,38.285,辉锑矿浅成低温，弧或造山带,,
V,50.0,-126.0,98.3,295.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,52.0,100.0,97.7,243.0,Russia,True,False,671,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,54.0,116.0,97.4,232.0,Russia,True,False,927,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,54.0,98.0,97.1,261.0,Russia,True,False,919,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,52.0,-126.0,97.1,317.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,54.0,114.0,97.0,232.0,Russia,True,False,838,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,54.0,-126.0,97.0,269.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,52.0,98.0,96.8,275.0,Russia,True,False,782,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,52.0,96.0,96.7,259.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,50.0,-118.0,95.8,256.0,Canada,True,False,378,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,56.0,114.0,95.7,275.0,Russia,True,False,1020,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,56.0,-128.0,95.4,252.0,Canada,True,False,816,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,52.0,102.0,95.2,286.0,Russia,True,False,574,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,56.0,96.0,94.6,256.0,Russia,True,False,1166,2739,5,12232,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
V,60.0,-132.0,94.6,227.0,Canada,True,False,1320,4524,7,16415,True,高优先级-数据空洞优先核验,V,1.191,黑色页岩/沉积钒或钒钛磁铁矿,,
Ti,50.0,-128.0,99.0,309.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,52.0,-126.0,97.8,317.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,54.0,-126.0,97.0,269.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,54.0,116.0,96.8,232.0,Russia,True,False,927,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,52.0,100.0,96.6,276.0,Russia,True,False,671,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,52.0,96.0,96.5,260.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,56.0,98.0,96.3,228.0,Russia,True,False,1085,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,54.0,104.0,96.3,231.0,Russia,True,False,706,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,56.0,120.0,95.9,298.0,Russia,True,False,1265,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,50.0,102.0,95.9,240.0,Mongolia,True,False,427,311,2,449,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,50.0,-116.0,95.9,244.0,Canada,True,False,519,4524,7,16415,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,54.0,118.0,95.1,300.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,56.0,96.0,95.1,256.0,Russia,True,False,1166,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,52.0,158.0,95.0,284.0,Russia,True,False,2317,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
Ti,54.0,106.0,94.3,247.0,Russia,True,False,679,2739,5,12232,True,高优先级-数据空洞优先核验,Ti,5.289,钛铁矿海滨砂矿或层状侵入体,,
TaNb,50.0,-124.0,99.6,273.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,50.0,-126.0,99.2,399.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,52.0,-124.0,98.9,332.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,54.0,-128.0,98.5,284.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,52.0,96.0,98.4,254.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,58.0,116.0,98.3,270.0,Russia,True,False,1273,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,54.0,118.0,98.1,267.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,54.0,120.0,98.0,261.0,Russia,True,False,1136,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,58.0,122.0,98.0,253.0,Russia,True,False,1502,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,50.0,-128.0,98.0,534.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,52.0,102.0,97.9,306.0,Russia,True,False,574,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,54.0,-122.0,97.9,266.0,Canada,True,False,531,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,52.0,-126.0,97.8,467.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,54.0,102.0,97.7,305.0,Russia,True,False,758,2739,5,12232,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
TaNb,50.0,102.0,97.7,252.0,Mongolia,True,False,427,311,2,449,True,高优先级-数据空洞优先核验,Nb,30.47,Ta-Nb 伟晶岩或碳酸岩(裂谷/增生带),,
Ag,52.0,-124.0,98.5,267.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,54.0,-126.0,97.6,232.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,54.0,-128.0,97.3,246.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,54.0,-124.0,97.1,250.0,Canada,True,False,529,4524,7,16415,True,高优先级-数据空洞优先核验,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,58.0,162.0,96.8,389.0,Russia,True,False,2973,2739,5,12232,True,高优先级-数据空洞优先核验,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,-4.0,144.0,99.3,234.0,Papua New Guinea,True,False,702,254,0,542,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,20.0,-104.0,98.6,301.0,Mexico,True,False,513,4663,1,2190,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,38.0,24.0,98.5,233.0,Greece,True,False,24,110,0,1207,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,18.0,-98.0,98.4,230.0,Mexico,True,False,200,4663,1,2190,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,-42.0,-74.0,98.2,223.0,Chile,True,False,996,5575,4,1089,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,16.0,-92.0,98.2,241.0,Mexico,True,False,220,4663,1,2190,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,8.0,124.0,98.2,256.0,Philippines,True,False,805,890,0,646,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,38.0,14.0,98.2,376.0,Italy,True,False,238,176,0,5669,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,40.0,140.0,98.2,264.0,Japan,True,False,480,668,0,539,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Ag,38.0,22.0,98.1,259.0,Greece,True,False,152,110,0,1207,False,高优先级-标准复查,Ag,8.043,浅成低温/脉状银矿(火山弧),,
Mo,4.0,98.0,98.3,255.0,Indonesia,True,False,420,236,2,1883,True,高优先级-数据空洞优先核验,Mo,22.886,斑岩钼/Cu-Mo，弧岩浆窗,,
Mo,-4.0,144.0,99.2,231.0,Papua New Guinea,True,False,702,254,0,542,False,高优先级-标准复查,Mo,22.886,斑岩钼/Cu-Mo，弧岩浆窗,,
Mo,36.0,140.0,98.5,237.0,Japan,True,False,41,668,0,539,False,高优先级-标准复查,Mo,22.886,斑岩钼/Cu-Mo，弧岩浆窗,,
Mo,-42.0,-74.0,98.4,230.0,Chile,True,False,996,5575,4,1089,False,高优先级-标准复查,Mo,22.886,斑岩钼/Cu-Mo，弧岩浆窗,,
