depth_top_km,depth_bot_km,depth_mid_km,density_gcc,region,region_zh,shell_mass_kg,element,ppm_mass,shell_element_mass_kg
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Pb,0.15,467678315056539.5
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,V,82.0,2.556641455642416e+17
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Sc,16.0,4.988568693936421e+16
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Cu,30.0,9.353566301130789e+16
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Zn,55.0,1.7148204885406448e+17
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Co,105.0,3.273748205395776e+17
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Ga,4.0,1.2471421734841052e+16
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Ge,1.3,4053212063823342.5
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Mo,0.05,155892771685513.16
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,B,0.3,935356630113079.0
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Os,0.0034,10600708474614.895
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Ir,0.0032,9977137387872.844
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Ru,0.005,15589277168551.316
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Pt,0.0076,23695701296198.004
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Pd,0.0039,12159636191470.025
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Re,0.00028,872999521438.8737
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,Au,0.001,3117855433710.2637
387.634,389.634,388.634,3.4663,mantle,地幔,3.1178554337102633e+21,S,250.0,7.794638584275658e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Si,210357.0239680426,6.554243328401548e+20
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ti,1204.615875798172,3.753307314537886e+18
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Al,23552.353864260498,7.338374315774373e+19
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Cr,2668.2157894736847,8.313549605812241e+18
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Fe,62956.784968684755,1.961589302201291e+20
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Mn,1045.4792782633212,3.2574741053478886e+18
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Mg,227972.45657568236,7.103099884116417e+20
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ca,25370.345934379457,7.904819028287244e+19
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Na,2670.6679574056147,8.321189999750509e+18
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,K,240.7307855626327,7.500620209641536e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,P,96.01634493447935,2.991649512496994e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ni,1964.553487749364,6.12109895238174e+18
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,O,439900.755169763,1.370630053298453e+21
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Li,1.6,4985233736257663.0
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Rb,0.6,1869462651096623.5
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Sr,21.0,6.543119278838182e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ba,6.8,2.1187243379095064e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Cs,0.021,65431192788381.83
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Zr,10.5,3.271559639419091e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Hf,0.28,872415903845091.1
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Nb,0.7,2181039759612727.5
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ta,0.037,115283530150958.44
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Y,4.3,1.3397815666192468e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,La,0.6,1869462651096623.5
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ce,1.6,4985233736257663.0
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Pr,0.23,716627349587039.0
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Nd,1.25,3894713856451299.0
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Sm,0.4,1246308434064415.8
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Eu,0.15,467365662774155.9
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Gd,0.54,1682516385986961.2
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Tb,0.1,311577108516103.94
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Dy,0.67,2087566627057896.5
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ho,0.15,467365662774155.9
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Er,0.44,1370939277470857.2
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Tm,0.068,211872433790950.7
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Yb,0.44,1370939277470857.2
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Lu,0.067,208756662705789.66
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,U,0.0203,63250153028769.086
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Th,0.0795,247703801270302.66
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Pb,0.15,467365662774155.9
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,V,82.0,2.5549322898320525e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Sc,16.0,4.985233736257663e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Cu,30.0,9.347313255483117e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Zn,55.0,1.7136740968385715e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Co,105.0,3.271559639419091e+17
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ga,4.0,1.2463084340644158e+16
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ge,1.3,4050502410709351.5
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Mo,0.05,155788554258051.97
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,B,0.3,934731325548311.8
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Os,0.0034,10593621689547.533
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ir,0.0032,9970467472515.326
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Ru,0.005,15578855425805.197
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Pt,0.0076,23679860247223.9
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Pd,0.0039,12151507232128.05
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Re,0.00028,872415903845.091
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,Au,0.001,3115771085161.0396
389.634,391.634,390.634,3.4663,mantle,地幔,3.1157710851610394e+21,S,250.0,7.789427712902598e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Si,210357.0239680426,6.549860220902763e+20
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ti,1204.615875798172,3.7507973147390833e+18
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Al,23552.353864260498,7.333466825789529e+19
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Cr,2668.2157894736847,8.307989973709348e+18
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Fe,62956.784968684755,1.9602775021430358e+20
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Mn,1045.4792782633212,3.255295690775397e+18
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Mg,227972.45657568236,7.098349732373991e+20
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ca,25370.345934379457,7.899532732093558e+19
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Na,2670.6679574056147,8.315625258183977e+18
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,K,240.7307855626327,7.495604218772847e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,P,96.01634493447935,2.9896488663880614e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ni,1964.553487749364,6.117005507360753e+18
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,O,439900.755169763,1.369713453385441e+21
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Li,1.6,4981899893695257.0
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Rb,0.6,1868212460135721.5
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Sr,21.0,6.538743610475026e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ba,6.8,2.1173074548204844e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Cs,0.021,65387436104750.26
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Zr,10.5,3.269371805237513e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Hf,0.28,871832481396670.1
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Nb,0.7,2179581203491675.2
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ta,0.037,115206435041702.81
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Y,4.3,1.3388855964306004e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,La,0.6,1868212460135721.5
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ce,1.6,4981899893695257.0
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Pr,0.23,716148109718693.2
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Nd,1.25,3892109291949419.5
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Sm,0.4,1245474973423814.2
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Eu,0.15,467053115033930.4
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Gd,0.54,1681391214122149.5
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Tb,0.1,311368743355953.56
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Dy,0.67,2086170580484889.2
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ho,0.15,467053115033930.4
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Er,0.44,1370022470766195.8
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Tm,0.068,211730745482048.44
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Yb,0.44,1370022470766195.8
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Lu,0.067,208617058048488.94
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,U,0.0203,63207854901258.57
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Th,0.0795,247538150967983.12
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Pb,0.15,467053115033930.4
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,V,82.0,2.5532236955188195e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Sc,16.0,4.981899893695258e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Cu,30.0,9.341062300678608e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Zn,55.0,1.7125280884577446e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Co,105.0,3.2693718052375123e+17
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ga,4.0,1.2454749734238144e+16
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ge,1.3,4047793663627397.0
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Mo,0.05,155684371677976.78
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,B,0.3,934106230067860.8
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Os,0.0034,10586537274102.422
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ir,0.0032,9963799787390.516
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Ru,0.005,15568437167797.68
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Pt,0.0076,23664024495052.477
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Pd,0.0039,12143380990882.19
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Re,0.00028,871832481396.6699
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,Au,0.001,3113687433559.536
391.634,393.634,392.634,3.4663,mantle,地幔,3.113687433559536e+21,S,250.0,7.78421858389884e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Si,210357.0239680426,6.545478579480602e+20
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ti,1204.615875798172,3.7482881544935035e+18
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Al,23552.353864260498,7.328560977278536e+19
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Cr,2668.2157894736847,8.302432201211007e+18
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Fe,62956.784968684755,1.9589661408601018e+20
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Mn,1045.4792782633212,3.25311800484638e+18
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Mg,227972.45657568236,7.09360116947839e+20
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ca,25370.345934379457,7.894248204078105e+19
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Na,2670.6679574056147,8.310062377931028e+18
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,K,240.7307855626327,7.490589905669754e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,P,96.01634493447935,2.9876488894620077e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ni,1964.553487749364,6.112913431529102e+18
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,O,439900.755169763,1.3687971600598685e+21
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Li,1.6,4978567166247790.0
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Rb,0.6,1866962687342921.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Sr,21.0,6.534369405700224e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ba,6.8,2.1158910456553104e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Cs,0.021,65343694057002.24
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Zr,10.5,3.267184702850112e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Hf,0.28,871249254093363.4
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Nb,0.7,2178123135233408.0
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ta,0.037,115129365719480.12
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Y,4.3,1.3379899259290934e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,La,0.6,1866962687342921.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ce,1.6,4978567166247790.0
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Pr,0.23,715669030148119.8
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Nd,1.25,3889505598631085.5
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Sm,0.4,1244641791561947.5
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Eu,0.15,466740671835730.3
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Gd,0.54,1680266418608629.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Tb,0.1,311160447890486.9
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Dy,0.67,2084775000866262.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ho,0.15,466740671835730.3
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Er,0.44,1369105970718142.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Tm,0.068,211589104565531.1
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Yb,0.44,1369105970718142.2
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Lu,0.067,208477500086626.22
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,U,0.0203,63165570921768.83
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Th,0.0795,247372556072937.1
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Pb,0.15,466740671835730.3
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,V,82.0,2.5515156727019923e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Sc,16.0,4.9785671662477896e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Cu,30.0,9.334813436714605e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Zn,55.0,1.7113824633976778e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Co,105.0,3.267184702850112e+17
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ga,4.0,1.2446417915619474e+16
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ge,1.3,4045085822576329.5
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Mo,0.05,155580223945243.44
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,B,0.3,933481343671460.6
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Os,0.0034,10579455228276.553
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ir,0.0032,9957134332495.58
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Ru,0.005,15558022394524.344
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Pt,0.0076,23648194039677.004
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Pd,0.0039,12135257467728.986
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Re,0.00028,871249254093.3632
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,Au,0.001,3111604478904.869
393.634,395.634,394.634,3.4663,mantle,地幔,3.111604478904869e+21,S,250.0,7.779011197262172e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Si,210357.0239680426,6.541098404135993e+20
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ti,1204.615875798172,3.7457798338016794e+18
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Al,23552.353864260498,7.323656770242435e+19
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Cr,2668.2157894736847,8.296876288318398e+18
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Fe,62956.784968684755,1.957655218352767e+20
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Mn,1045.4792782633212,3.2509410475613005e+18
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Mg,227972.45657568236,7.088854195430617e+20
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ca,25370.345934379457,7.888965444242004e+19
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Na,2670.6679574056147,8.304501358992843e+18
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,K,240.7307855626327,7.485577270333317e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,P,96.01634493447935,2.9856495817192557e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ni,1964.553487749364,6.108822724887657e+18
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,O,439900.755169763,1.36788117332193e+21
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Li,1.6,4975235553915967.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Rb,0.6,1865713332718487.8
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Sr,21.0,6.529996664514707e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ba,6.8,2.114475110414286e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Cs,0.021,65299966645147.07
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Zr,10.5,3.2649983322573536e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Hf,0.28,870666221935294.4
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Nb,0.7,2176665554838235.8
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ta,0.037,115052322184306.73
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Y,4.3,1.337094555114916e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,La,0.6,1865713332718487.8
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ce,1.6,4975235553915967.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Pr,0.23,715190110875420.2
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Nd,1.25,3886902776496849.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Sm,0.4,1243808888478991.8
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Eu,0.15,466428333179621.94
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Gd,0.54,1679141999446639.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Tb,0.1,310952222119747.94
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Dy,0.67,2083379888202311.5
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ho,0.15,466428333179621.94
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Er,0.44,1368189777326891.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Tm,0.068,211447511041428.62
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Yb,0.44,1368189777326891.0
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Lu,0.067,208337988820231.16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,U,0.0203,63123301090308.83
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Th,0.0795,247207016585199.66
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Pb,0.15,466428333179621.94
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,V,82.0,2.5498082213819334e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Sc,16.0,4.975235553915967e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Cu,30.0,9.328566663592438e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Zn,55.0,1.7102372216586138e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Co,105.0,3.2649983322573536e+17
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ga,4.0,1.2438088884789918e+16
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ge,1.3,4042378887556723.5
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Mo,0.05,155476111059873.97
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,B,0.3,932856666359243.9
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Os,0.0034,10572375552071.43
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ir,0.0032,9950471107831.936
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Ru,0.005,15547611105987.398
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Pt,0.0076,23632368881100.848
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Pd,0.0039,12127136662670.168
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Re,0.00028,870666221935.2942
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,Au,0.001,3109522221197.48
395.634,397.634,396.634,3.4663,mantle,地幔,3.1095222211974796e+21,S,250.0,7.7738055529937e+17
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Si,210357.0239680426,6.536719694869868e+20
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Ti,1204.615875798172,3.743272352664145e+18
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Al,23552.353864260498,7.318754204682269e+19
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Cr,2668.2157894736847,8.291322235032703e+18
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Fe,62956.784968684755,1.95634473462131e+20
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Mn,1045.4792782633212,3.2487648189206216e+18
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Mg,227972.45657568236,7.084108810231687e+20
397.634,399.634,398.634,3.4663,mantle,地幔,3.1074406604378116e+21,Ca,25370.345934379457,7.883684452586385e+19
