family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,reporting_gap,tier
Li,50.0,-122.0,99.6,235.0,Canada,True,False,114,2915,7,True,高优先级-数据空洞优先核验
Li,50.0,-124.0,99.6,353.0,Canada,True,False,102,2915,7,True,高优先级-数据空洞优先核验
OilGas,48.0,122.0,99.5,268.0,China,True,False,1005,1064,6,True,高优先级-数据空洞优先核验
OilGas,24.0,48.0,99.5,225.0,Saudi Arabia,True,False,148,87,2,True,高优先级-数据空洞优先核验
Li,50.0,-126.0,99.4,486.0,Canada,True,False,222,2915,7,True,高优先级-数据空洞优先核验
NiCo,50.0,-126.0,99.3,297.0,Canada,True,False,222,2915,7,True,高优先级-数据空洞优先核验
REE,50.0,-124.0,99.3,289.0,Canada,True,False,102,2915,7,True,高优先级-数据空洞优先核验
OilGas,46.0,122.0,99.3,233.0,China,True,False,817,1064,6,True,高优先级-数据空洞优先核验
REE,52.0,96.0,99.2,230.0,Russia,True,False,902,1706,5,True,高优先级-数据空洞优先核验
Li,50.0,-128.0,99.1,608.0,Canada,True,False,360,2915,7,True,高优先级-数据空洞优先核验
OilGas,56.0,118.0,99.1,1149.0,Russia,True,False,1174,1706,5,True,高优先级-数据空洞优先核验
OilGas,46.0,128.0,99.1,247.0,China,True,False,797,1064,6,True,高优先级-数据空洞优先核验
REE,18.0,42.0,99.0,232.0,Saudi Arabia,True,False,376,87,2,True,高优先级-数据空洞优先核验
OilGas,28.0,46.0,99.0,257.0,Saudi Arabia,True,False,246,87,2,True,高优先级-数据空洞优先核验
Li,52.0,-122.0,98.9,422.0,Canada,True,False,313,2915,7,True,高优先级-数据空洞优先核验
Li,52.0,-124.0,98.9,494.0,Canada,True,False,309,2915,7,True,高优先级-数据空洞优先核验
REE,52.0,-124.0,98.9,286.0,Canada,True,False,309,2915,7,True,高优先级-数据空洞优先核验
REE,56.0,116.0,98.9,304.0,Russia,True,False,1091,1706,5,True,高优先级-数据空洞优先核验
OilGas,48.0,128.0,98.9,281.0,China,True,False,1015,1064,6,True,高优先级-数据空洞优先核验
OilGas,44.0,52.0,98.9,259.0,Kazakhstan,True,False,438,454,2,True,高优先级-数据空洞优先核验
OilGas,56.0,120.0,98.9,1099.0,Russia,True,False,1265,1706,5,True,高优先级-数据空洞优先核验
OilGas,62.0,72.0,98.9,268.0,Russia,True,False,1204,1706,5,True,高优先级-数据空洞优先核验
Li,52.0,98.0,98.8,240.0,Russia,True,False,782,1706,5,True,高优先级-数据空洞优先核验
OilGas,48.0,54.0,98.8,267.0,Kazakhstan,True,False,907,454,2,True,高优先级-数据空洞优先核验
OilGas,50.0,124.0,98.8,384.0,China,True,False,1229,1064,6,True,高优先级-数据空洞优先核验
OilGas,56.0,116.0,98.8,1212.0,Russia,True,False,1091,1706,5,True,高优先级-数据空洞优先核验
Li,52.0,-126.0,98.7,592.0,Canada,True,False,365,2915,7,True,高优先级-数据空洞优先核验
Li,-34.0,-70.0,98.7,297.0,Chile,True,False,87,4192,4,True,高优先级-数据空洞优先核验
REE,58.0,116.0,98.7,304.0,Russia,True,False,1273,1706,5,True,高优先级-数据空洞优先核验
REE,50.0,-126.0,98.7,427.0,Canada,True,False,222,2915,7,True,高优先级-数据空洞优先核验
REE,54.0,104.0,98.7,235.0,Russia,True,False,706,1706,5,True,高优先级-数据空洞优先核验
REE,54.0,96.0,98.7,297.0,Russia,True,False,1019,1706,5,True,高优先级-数据空洞优先核验
NiCo,50.0,-128.0,98.6,434.0,Canada,True,False,360,2915,7,True,高优先级-数据空洞优先核验
Li,52.0,96.0,98.6,252.0,Russia,True,False,902,1706,5,True,高优先级-数据空洞优先核验
Li,52.0,100.0,98.6,302.0,Russia,True,False,671,1706,5,True,高优先级-数据空洞优先核验
Li,52.0,-120.0,98.6,390.0,Canada,True,False,375,2915,7,True,高优先级-数据空洞优先核验
REE,58.0,120.0,98.6,309.0,Russia,True,False,1418,1706,5,True,高优先级-数据空洞优先核验
Cu,56.0,158.0,98.5,235.0,Russia,True,False,2646,1706,5,True,高优先级-数据空洞优先核验
NiCo,56.0,120.0,98.5,270.0,Russia,True,False,1265,1706,5,True,高优先级-数据空洞优先核验
Li,54.0,116.0,98.5,260.0,Russia,True,False,927,1706,5,True,高优先级-数据空洞优先核验
REE,52.0,94.0,98.4,283.0,Russia,True,False,1027,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,100.0,98.4,278.0,Russia,True,False,1015,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,122.0,98.4,328.0,Russia,True,False,1364,1706,5,True,高优先级-数据空洞优先核验
REE,52.0,104.0,98.4,289.0,Russia,True,False,499,1706,5,True,高优先级-数据空洞优先核验
NiCo,52.0,98.0,98.3,310.0,Russia,True,False,782,1706,5,True,高优先级-数据空洞优先核验
NiCo,52.0,-124.0,98.3,280.0,Canada,True,False,309,2915,7,True,高优先级-数据空洞优先核验
NiCo,18.0,42.0,98.3,225.0,Saudi Arabia,True,False,376,87,2,True,高优先级-数据空洞优先核验
Li,50.0,-116.0,98.3,317.0,Canada,True,False,519,2915,7,True,高优先级-数据空洞优先核验
REE,54.0,-128.0,98.3,286.0,Canada,True,False,624,2915,7,True,高优先级-数据空洞优先核验
REE,56.0,124.0,98.3,275.0,Russia,True,False,1469,1706,5,True,高优先级-数据空洞优先核验
Coal,46.0,88.0,98.3,226.0,China,True,False,246,1064,6,True,高优先级-数据空洞优先核验
Coal,42.0,88.0,98.3,226.0,China,True,False,204,1064,6,True,高优先级-数据空洞优先核验
Cu,56.0,160.0,98.2,286.0,Russia,True,False,2728,1706,5,True,高优先级-数据空洞优先核验
NiCo,56.0,114.0,98.2,254.0,Russia,True,False,1020,1706,5,True,高优先级-数据空洞优先核验
REE,52.0,-126.0,98.2,422.0,Canada,True,False,365,2915,7,True,高优先级-数据空洞优先核验
PGE,52.0,-126.0,98.2,257.0,Canada,True,False,365,2915,7,True,高优先级-数据空洞优先核验
Coal,38.0,116.0,98.2,227.0,China,True,False,214,1064,6,True,高优先级-数据空洞优先核验
Coal,-24.0,30.0,98.2,226.0,South Africa,True,False,261,991,4,True,高优先级-数据空洞优先核验
Coal,36.0,108.0,98.2,232.0,China,True,False,696,1064,6,True,高优先级-数据空洞优先核验
Coal,46.0,86.0,98.2,237.0,China,True,False,274,1064,6,True,高优先级-数据空洞优先核验
Coal,44.0,124.0,98.2,238.0,China,True,False,572,1064,6,True,高优先级-数据空洞优先核验
Coal,46.0,80.0,98.2,237.0,Kazakhstan,True,False,553,454,2,True,高优先级-数据空洞优先核验
Cu,56.0,156.0,98.1,248.0,Russia,True,False,2571,1706,5,True,高优先级-数据空洞优先核验
NiCo,58.0,114.0,98.1,233.0,Russia,True,False,1216,1706,5,True,高优先级-数据空洞优先核验
Li,54.0,118.0,98.1,348.0,Russia,True,False,1028,1706,5,True,高优先级-数据空洞优先核验
REE,54.0,112.0,98.1,247.0,Russia,True,False,764,1706,5,True,高优先级-数据空洞优先核验
Coal,-28.0,-52.0,98.1,240.0,Brazil,True,False,635,1177,3,True,高优先级-数据空洞优先核验
Coal,44.0,96.0,98.1,262.0,Mongolia,True,False,675,242,2,True,高优先级-数据空洞优先核验
Coal,-24.0,28.0,98.1,243.0,South Africa,True,False,191,991,4,True,高优先级-数据空洞优先核验
Coal,44.0,84.0,98.1,247.0,China,True,False,287,1064,6,True,高优先级-数据空洞优先核验
Cu,-48.0,-74.0,98.0,248.0,Chile,True,False,1643,4192,4,True,高优先级-数据空洞优先核验
NiCo,58.0,120.0,98.0,283.0,Russia,True,False,1418,1706,5,True,高优先级-数据空洞优先核验
NiCo,54.0,98.0,98.0,327.0,Russia,True,False,919,1706,5,True,高优先级-数据空洞优先核验
REE,54.0,-124.0,98.0,273.0,Canada,True,False,529,2915,7,True,高优先级-数据空洞优先核验
Coal,44.0,78.0,98.0,247.0,Kazakhstan,True,False,303,454,2,True,高优先级-数据空洞优先核验
Coal,-28.0,30.0,98.0,247.0,South Africa,True,False,208,991,4,True,高优先级-数据空洞优先核验
Coal,42.0,86.0,98.0,254.0,China,True,False,238,1064,6,True,高优先级-数据空洞优先核验
Coal,50.0,-110.0,98.0,311.0,Canada,True,False,947,2915,7,True,高优先级-数据空洞优先核验
Coal,40.0,122.0,98.0,260.0,China,True,False,340,1064,6,True,高优先级-数据空洞优先核验
Coal,-28.0,28.0,98.0,262.0,South Africa,True,False,155,991,4,True,高优先级-数据空洞优先核验
REE,54.0,-126.0,97.9,308.0,Canada,True,False,561,2915,7,True,高优先级-数据空洞优先核验
REE,18.0,44.0,97.9,319.0,Saudi Arabia,True,False,295,87,2,True,高优先级-数据空洞优先核验
REE,56.0,102.0,97.9,292.0,Russia,True,False,959,1706,5,True,高优先级-数据空洞优先核验
Coal,48.0,86.0,97.9,281.0,China,True,False,482,1064,6,True,高优先级-数据空洞优先核验
Coal,40.0,116.0,97.9,272.0,China,True,False,35,1064,6,True,高优先级-数据空洞优先核验
Coal,32.0,116.0,97.9,275.0,China,True,False,522,1064,6,True,高优先级-数据空洞优先核验
Coal,-24.0,146.0,97.9,278.0,Australia,True,False,1209,1260,10,True,高优先级-数据空洞优先核验
Cu,-42.0,-74.0,97.8,263.0,Chile,True,False,996,4192,4,True,高优先级-数据空洞优先核验
Cu,4.0,98.0,97.8,289.0,Indonesia,True,False,420,168,2,True,高优先级-数据空洞优先核验
NiCo,54.0,120.0,97.8,264.0,Russia,True,False,1136,1706,5,True,高优先级-数据空洞优先核验
REE,60.0,122.0,97.8,257.0,Russia,True,False,1659,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,118.0,97.8,422.0,Russia,True,False,1174,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,98.0,97.8,320.0,Russia,True,False,1085,1706,5,True,高优先级-数据空洞优先核验
REE,54.0,114.0,97.8,322.0,Russia,True,False,838,1706,5,True,高优先级-数据空洞优先核验
Coal,48.0,80.0,97.8,281.0,Kazakhstan,True,False,709,454,2,True,高优先级-数据空洞优先核验
Coal,50.0,-108.0,97.8,322.0,Canada,True,False,1090,2915,7,True,高优先级-数据空洞优先核验
Coal,46.0,90.0,97.8,297.0,China,True,False,310,1064,6,True,高优先级-数据空洞优先核验
Coal,44.0,122.0,97.8,283.0,China,True,False,636,1064,6,True,高优先级-数据空洞优先核验
Coal,40.0,94.0,97.8,281.0,China,True,False,679,1064,6,True,高优先级-数据空洞优先核验
Coal,-22.0,146.0,97.8,280.0,Australia,True,False,1400,1260,10,True,高优先级-数据空洞优先核验
Coal,30.0,120.0,97.8,282.0,China,True,False,193,1064,6,True,高优先级-数据空洞优先核验
Au,-42.0,-74.0,97.7,263.0,Chile,True,False,996,4192,4,True,高优先级-数据空洞优先核验
Cu,-8.0,114.0,97.7,334.0,Indonesia,True,False,817,168,2,True,高优先级-数据空洞优先核验
NiCo,56.0,118.0,97.7,386.0,Russia,True,False,1174,1706,5,True,高优先级-数据空洞优先核验
NiCo,54.0,-128.0,97.7,231.0,Canada,True,False,624,2915,7,True,高优先级-数据空洞优先核验
NiCo,52.0,-126.0,97.7,410.0,Canada,True,False,365,2915,7,True,高优先级-数据空洞优先核验
NiCo,56.0,116.0,97.7,365.0,Russia,True,False,1091,1706,5,True,高优先级-数据空洞优先核验
Coal,50.0,-112.0,97.7,338.0,Canada,True,False,804,2915,7,True,高优先级-数据空洞优先核验
Coal,34.0,108.0,97.7,283.0,China,True,False,523,1064,6,True,高优先级-数据空洞优先核验
REE,56.0,120.0,97.6,411.0,Russia,True,False,1265,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,96.0,97.6,304.0,Russia,True,False,1166,1706,5,True,高优先级-数据空洞优先核验
NiCo,58.0,116.0,97.5,345.0,Russia,True,False,1273,1706,5,True,高优先级-数据空洞优先核验
REE,56.0,94.0,97.5,268.0,Russia,True,False,1257,1706,5,True,高优先级-数据空洞优先核验
REE,48.0,98.0,97.5,238.0,Mongolia,True,False,664,242,2,True,高优先级-数据空洞优先核验
Au,-44.0,-72.0,97.4,317.0,Chile,True,False,1180,4192,4,True,高优先级-数据空洞优先核验
REE,58.0,118.0,97.4,416.0,Russia,True,False,1341,1706,5,True,高优先级-数据空洞优先核验
REE,54.0,-122.0,97.4,266.0,Canada,True,False,531,2915,7,True,高优先级-数据空洞优先核验
Diamond,-26.0,120.0,97.4,226.0,Australia,True,False,2027,1260,10,True,高优先级-数据空洞优先核验
Diamond,-8.0,-50.0,97.4,226.0,Brazil,True,False,894,1177,3,True,高优先级-数据空洞优先核验
Diamond,64.0,44.0,97.4,223.0,Russia,True,False,983,1706,5,True,高优先级-数据空洞优先核验
Diamond,-2.0,-56.0,97.4,227.0,Brazil,True,False,876,1177,3,True,高优先级-数据空洞优先核验
Diamond,-30.0,22.0,97.4,228.0,South Africa,True,False,421,991,4,True,高优先级-数据空洞优先核验
Diamond,70.0,108.0,97.4,225.0,Russia,True,False,2456,1706,5,True,高优先级-数据空洞优先核验
Diamond,70.0,138.0,97.4,230.0,Russia,True,False,2964,1706,5,True,高优先级-数据空洞优先核验
REE,50.0,102.0,97.3,339.0,Mongolia,True,False,427,242,2,True,高优先级-数据空洞优先核验
REE,54.0,110.0,97.3,225.0,Russia,True,False,710,1706,5,True,高优先级-数据空洞优先核验
U,50.0,-126.0,97.3,313.0,Canada,True,False,222,2915,7,True,高优先级-数据空洞优先核验
Diamond,-26.0,-52.0,97.3,230.0,Brazil,True,False,569,1177,3,True,高优先级-数据空洞优先核验
Diamond,0.0,-54.0,97.3,229.0,Brazil,True,False,662,1177,3,True,高优先级-数据空洞优先核验
Diamond,62.0,-98.0,97.3,227.0,Canada,True,False,2094,2915,7,True,高优先级-数据空洞优先核验
Diamond,-6.0,-46.0,97.3,232.0,Brazil,True,False,1108,1177,3,True,高优先级-数据空洞优先核验
Diamond,64.0,-90.0,97.3,235.0,Canada,True,False,2249,2915,7,True,高优先级-数据空洞优先核验
Diamond,64.0,-98.0,97.3,235.0,Canada,True,False,2216,2915,7,True,高优先级-数据空洞优先核验
Diamond,-18.0,130.0,97.3,223.0,Australia,True,False,1153,1260,10,True,高优先级-数据空洞优先核验
Cu,56.0,162.0,97.2,375.0,Russia,True,False,2815,1706,5,True,高优先级-数据空洞优先核验
Diamond,-2.0,-54.0,97.2,233.0,Brazil,True,False,881,1177,3,True,高优先级-数据空洞优先核验
Diamond,70.0,144.0,97.2,235.0,Russia,True,False,3149,1706,5,True,高优先级-数据空洞优先核验
Diamond,62.0,-108.0,97.2,230.0,Canada,True,False,1695,2915,7,True,高优先级-数据空洞优先核验
Diamond,-30.0,148.0,97.2,235.0,Australia,True,False,526,1260,10,True,高优先级-数据空洞优先核验
Diamond,68.0,116.0,97.2,238.0,Russia,True,False,2291,1706,5,True,高优先级-数据空洞优先核验
Diamond,-6.0,-58.0,97.2,238.0,Brazil,True,False,1353,1177,3,True,高优先级-数据空洞优先核验
NiCo,50.0,98.0,97.1,329.0,Mongolia,True,False,690,242,2,True,高优先级-数据空洞优先核验
NiCo,58.0,118.0,97.1,396.0,Russia,True,False,1341,1706,5,True,高优先级-数据空洞优先核验
Diamond,-8.0,-60.0,97.1,237.0,Brazil,True,False,1294,1177,3,True,高优先级-数据空洞优先核验
Diamond,-24.0,-54.0,97.1,238.0,Brazil,True,False,394,1177,3,True,高优先级-数据空洞优先核验
Diamond,66.0,46.0,97.1,246.0,Russia,True,False,1224,1706,5,True,高优先级-数据空洞优先核验
Diamond,-24.0,124.0,97.0,245.0,Australia,True,False,1725,1260,10,True,高优先级-数据空洞优先核验
Diamond,-28.0,152.0,97.0,248.0,Australia,True,False,657,1260,10,True,高优先级-数据空洞优先核验
Diamond,-24.0,22.0,97.0,251.0,Botswana,True,False,403,67,2,True,高优先级-数据空洞优先核验
Cu,-10.0,120.0,96.9,362.0,Indonesia,True,False,633,168,2,True,高优先级-数据空洞优先核验
Cu,-50.0,-74.0,96.9,436.0,Chile,True,False,1862,4192,4,True,高优先级-数据空洞优先核验
NiCo,52.0,100.0,96.9,444.0,Russia,True,False,671,1706,5,True,高优先级-数据空洞优先核验
PGE,54.0,-128.0,96.9,226.0,Canada,True,False,624,2915,7,True,高优先级-数据空洞优先核验
Diamond,-32.0,150.0,96.9,253.0,Australia,True,False,237,1260,10,True,高优先级-数据空洞优先核验
Diamond,62.0,-114.0,96.9,239.0,Canada,True,False,1523,2915,7,True,高优先级-数据空洞优先核验
Diamond,-2.0,-46.0,96.9,254.0,Brazil,True,False,1340,1177,3,True,高优先级-数据空洞优先核验
Diamond,66.0,140.0,96.9,248.0,Russia,True,False,2778,1706,5,True,高优先级-数据空洞优先核验
Diamond,64.0,108.0,96.9,253.0,Russia,True,False,1789,1706,5,True,高优先级-数据空洞优先核验
Diamond,66.0,142.0,96.9,250.0,Russia,True,False,2858,1706,5,True,高优先级-数据空洞优先核验
Diamond,-12.0,-52.0,96.8,259.0,Brazil,True,False,609,1177,3,True,高优先级-数据空洞优先核验
Diamond,48.0,-86.0,96.8,262.0,Canada,True,False,696,2915,7,True,高优先级-数据空洞优先核验
Diamond,64.0,118.0,96.8,264.0,Russia,True,False,1910,1706,5,True,高优先级-数据空洞优先核验
Diamond,68.0,40.0,96.8,261.0,Russia,True,False,1132,1706,5,True,高优先级-数据空洞优先核验
Diamond,66.0,-104.0,96.8,264.0,Canada,True,False,2160,2915,7,True,高优先级-数据空洞优先核验
Diamond,-16.0,-40.0,96.8,263.0,Brazil,True,False,839,1177,3,True,高优先级-数据空洞优先核验
PGE,54.0,116.0,96.7,237.0,Russia,True,False,927,1706,5,True,高优先级-数据空洞优先核验
U,52.0,-124.0,96.7,285.0,Canada,True,False,309,2915,7,True,高优先级-数据空洞优先核验
Diamond,-12.0,-50.0,96.7,263.0,Brazil,True,False,477,1177,3,True,高优先级-数据空洞优先核验
Diamond,-2.0,-52.0,96.7,264.0,Brazil,True,False,940,1177,3,True,高优先级-数据空洞优先核验
Diamond,-4.0,-52.0,96.7,265.0,Brazil,True,False,1149,1177,3,True,高优先级-数据空洞优先核验
Diamond,64.0,-116.0,96.7,256.0,Canada,True,False,1692,2915,7,True,高优先级-数据空洞优先核验
Diamond,66.0,118.0,96.7,264.0,Russia,True,False,2112,1706,5,True,高优先级-数据空洞优先核验
Diamond,70.0,116.0,96.7,262.0,Russia,True,False,2504,1706,5,True,高优先级-数据空洞优先核验
U,54.0,-128.0,96.6,254.0,Canada,True,False,624,2915,7,True,高优先级-数据空洞优先核验
Diamond,-32.0,28.0,96.6,270.0,South Africa,True,False,302,991,4,True,高优先级-数据空洞优先核验
Diamond,-28.0,-50.0,96.6,270.0,Brazil,True,False,598,1177,3,True,高优先级-数据空洞优先核验
Diamond,-22.0,-42.0,96.6,271.0,Brazil,True,False,160,1177,3,True,高优先级-数据空洞优先核验
Diamond,0.0,-68.0,96.6,235.0,Brazil,True,False,848,1177,3,True,高优先级-数据空洞优先核验
Diamond,-10.0,-58.0,96.6,271.0,Brazil,True,False,1267,1177,3,True,高优先级-数据空洞优先核验
Diamond,70.0,136.0,96.6,278.0,Russia,True,False,2906,1706,5,True,高优先级-数据空洞优先核验
Diamond,68.0,34.0,96.5,270.0,Russia,True,False,974,1706,5,True,高优先级-数据空洞优先核验
Diamond,-24.0,120.0,96.5,274.0,Australia,True,False,1817,1260,10,True,高优先级-数据空洞优先核验
Diamond,64.0,36.0,96.5,271.0,Russia,True,False,715,1706,5,True,高优先级-数据空洞优先核验
Diamond,70.0,106.0,96.5,270.0,Russia,True,False,2456,1706,5,True,高优先级-数据空洞优先核验
Diamond,-8.0,-36.0,96.5,276.0,Brazil,True,False,1558,1177,3,True,高优先级-数据空洞优先核验
Diamond,50.0,-108.0,96.5,243.0,Canada,True,False,1090,2915,7,True,高优先级-数据空洞优先核验
Cu,58.0,160.0,96.4,482.0,Russia,True,False,2895,1706,5,True,高优先级-数据空洞优先核验
Diamond,60.0,114.0,96.4,278.0,Russia,True,False,1419,1706,5,True,高优先级-数据空洞优先核验
Diamond,70.0,146.0,96.4,284.0,Russia,True,False,3215,1706,5,True,高优先级-数据空洞优先核验
Diamond,66.0,138.0,96.4,275.0,Russia,True,False,2701,1706,5,True,高优先级-数据空洞优先核验
Diamond,-10.0,-36.0,96.4,282.0,Brazil,True,False,1442,1177,3,True,高优先级-数据空洞优先核验
Diamond,-16.0,134.0,96.4,267.0,Australia,True,False,1233,1260,10,True,高优先级-数据空洞优先核验
Diamond,68.0,38.0,96.4,284.0,Russia,True,False,1074,1706,5,True,高优先级-数据空洞优先核验
PGE,56.0,118.0,96.2,287.0,Russia,True,False,1174,1706,5,True,高优先级-数据空洞优先核验
U,50.0,-112.0,96.1,223.0,Canada,True,False,804,2915,7,True,高优先级-数据空洞优先核验
PGE,54.0,118.0,95.7,270.0,Russia,True,False,1028,1706,5,True,高优先级-数据空洞优先核验
PGE,56.0,98.0,95.6,242.0,Russia,True,False,1085,1706,5,True,高优先级-数据空洞优先核验
U,56.0,-126.0,95.4,252.0,Canada,True,False,772,2915,7,True,高优先级-数据空洞优先核验
PGE,54.0,114.0,95.3,252.0,Russia,True,False,838,1706,5,True,高优先级-数据空洞优先核验
U,-48.0,-74.0,95.3,248.0,Chile,True,False,1643,4192,4,True,高优先级-数据空洞优先核验
PGE,58.0,120.0,95.1,283.0,Russia,True,False,1418,1706,5,True,高优先级-数据空洞优先核验
U,58.0,-128.0,95.1,257.0,Canada,True,False,1021,2915,7,True,高优先级-数据空洞优先核验
U,54.0,-120.0,95.0,270.0,Canada,True,False,568,2915,7,True,高优先级-数据空洞优先核验
U,66.0,-136.0,94.8,243.0,Canada,True,False,2002,2915,7,True,高优先级-数据空洞优先核验
U,66.0,-172.0,94.7,227.0,Russia,True,False,3325,1706,5,True,高优先级-数据空洞优先核验
U,-34.0,142.0,94.7,224.0,Australia,True,False,502,1260,10,True,高优先级-数据空洞优先核验
U,-6.0,-36.0,94.6,224.0,Brazil,True,False,1695,1177,3,True,高优先级-数据空洞优先核验
U,-30.0,-56.0,94.6,226.0,Brazil,True,False,546,1177,3,True,高优先级-数据空洞优先核验
U,54.0,-122.0,94.6,304.0,Canada,True,False,531,2915,7,True,高优先级-数据空洞优先核验
U,36.0,102.0,94.6,229.0,China,True,False,623,1064,6,True,高优先级-数据空洞优先核验
U,32.0,102.0,94.5,229.0,China,True,False,246,1064,6,True,高优先级-数据空洞优先核验
U,52.0,-116.0,94.5,274.0,Canada,True,False,586,2915,7,True,高优先级-数据空洞优先核验
U,-26.0,118.0,94.5,230.0,Australia,True,False,2098,1260,10,True,高优先级-数据空洞优先核验
U,58.0,-102.0,94.5,235.0,Canada,True,False,1686,2915,7,True,高优先级-数据空洞优先核验
U,-30.0,28.0,94.4,235.0,South Africa,True,False,91,991,4,True,高优先级-数据空洞优先核验
U,-26.0,-50.0,94.4,235.0,Brazil,True,False,436,1177,3,True,高优先级-数据空洞优先核验
U,60.0,-112.0,94.4,237.0,Canada,True,False,1387,2915,7,True,高优先级-数据空洞优先核验
PGE,-50.0,-74.0,93.3,226.0,Chile,True,False,1862,4192,4,True,高优先级-数据空洞优先核验
Fe,50.0,-128.0,93.2,248.0,Canada,True,False,360,2915,7,True,高优先级-数据空洞优先核验
PGE,56.0,100.0,93.2,271.0,Russia,True,False,1015,1706,5,True,高优先级-数据空洞优先核验
PGE,54.0,112.0,91.8,261.0,Russia,True,False,764,1706,5,True,高优先级-数据空洞优先核验
PGE,56.0,110.0,91.7,256.0,Russia,True,False,923,1706,5,True,高优先级-数据空洞优先核验
PGE,-40.0,-72.0,91.6,245.0,Chile,True,False,739,4192,4,True,高优先级-数据空洞优先核验
PGE,0.0,100.0,91.1,251.0,Indonesia,True,False,377,168,2,True,高优先级-数据空洞优先核验
PGE,60.0,162.0,90.9,240.0,Russia,True,False,3139,1706,5,True,高优先级-数据空洞优先核验
Fe,52.0,-124.0,90.6,257.0,Canada,True,False,309,2915,7,True,高优先级-数据空洞优先核验
OilGas,34.0,-104.0,100.0,311.0,United States of America,True,False,644,99203,7,False,高优先级-标准复查
OilGas,32.0,-106.0,100.0,336.0,United States of America,True,False,866,99203,7,False,高优先级-标准复查
OilGas,34.0,-106.0,100.0,429.0,United States of America,True,False,645,99203,7,False,高优先级-标准复查
OilGas,34.0,-102.0,100.0,282.0,United States of America,True,False,691,99203,7,False,高优先级-标准复查
REE,40.0,-120.0,99.9,228.0,United States of America,True,False,322,99203,7,False,高优先级-标准复查
REE,32.0,-116.0,99.9,224.0,Mexico,True,False,309,1659,1,False,高优先级-标准复查
OilGas,34.0,-108.0,99.9,585.0,United States of America,True,False,692,99203,7,False,高优先级-标准复查
OilGas,30.0,-106.0,99.9,374.0,Mexico,True,False,736,1659,1,False,高优先级-标准复查
OilGas,32.0,-100.0,99.9,243.0,United States of America,True,False,510,99203,7,False,高优先级-标准复查
OilGas,32.0,-108.0,99.9,523.0,United States of America,True,False,902,99203,7,False,高优先级-标准复查
OilGas,36.0,-104.0,99.9,519.0,United States of America,True,False,425,99203,7,False,高优先级-标准复查
OilGas,36.0,-106.0,99.9,596.0,United States of America,True,False,425,99203,7,False,高优先级-标准复查
OilGas,34.0,-100.0,99.9,363.0,United States of America,True,False,646,99203,7,False,高优先级-标准复查
OilGas,36.0,-108.0,99.9,713.0,United States of America,True,False,493,99203,7,False,高优先级-标准复查
OilGas,34.0,-110.0,99.9,754.0,United States of America,True,False,758,99203,7,False,高优先级-标准复查
OilGas,36.0,-102.0,99.9,503.0,United States of America,True,False,492,99203,7,False,高优先级-标准复查
OilGas,30.0,-100.0,99.9,291.0,United States of America,True,False,449,99203,7,False,高优先级-标准复查
Cu,-4.0,146.0,99.8,234.0,,False,False,622,0,0,False,不可行-海上
Li,44.0,-120.0,99.8,259.0,United States of America,True,False,633,99203,7,False,高优先级-标准复查
Li,44.0,-126.0,99.8,253.0,,False,False,626,0,0,False,不可行-海上
Li,40.0,-124.0,99.8,268.0,United States of America,True,False,283,99203,7,False,高优先级-标准复查
REE,44.0,-122.0,99.8,273.0,United States of America,True,False,593,99203,7,False,高优先级-标准复查
OilGas,62.0,0.0,99.8,232.0,,False,False,624,0,0,False,不可行-海上
Li,48.0,-124.0,99.7,242.0,United States of America,True,False,156,99203,7,False,高优先级-标准复查
Li,42.0,-124.0,99.7,326.0,United States of America,True,False,488,99203,7,False,高优先级-标准复查
Li,46.0,-126.0,99.7,264.0,,False,False,423,0,0,False,不可行-海上
Li,38.0,-124.0,99.7,237.0,,False,False,142,0,0,False,不可行-海上
Li,46.0,-118.0,99.7,269.0,United States of America,True,False,529,99203,7,False,高优先级-标准复查
Li,30.0,-116.0,99.7,328.0,,False,False,497,0,0,False,不可行-海上
REE,40.0,-118.0,99.7,281.0,United States of America,True,False,453,99203,7,False,高优先级-标准复查
REE,32.0,-114.0,99.7,285.0,Mexico,True,False,456,1659,1,False,高优先级-标准复查
REE,36.0,-120.0,99.7,228.0,United States of America,True,False,270,99203,7,False,高优先级-标准复查
Coal,40.0,-118.0,99.7,224.0,United States of America,True,False,453,99203,7,False,高优先级-标准复查
OilGas,32.0,-110.0,99.7,711.0,United States of America,True,False,800,99203,7,False,高优先级-标准复查
Li,44.0,-116.0,99.6,272.0,United States of America,True,False,799,99203,7,False,高优先级-标准复查
Li,36.0,-122.0,99.6,276.0,,False,False,202,0,0,False,不可行-海上
REE,40.0,-122.0,99.6,286.0,United States of America,True,False,249,99203,7,False,高优先级-标准复查
Coal,44.0,-120.0,99.6,234.0,United States of America,True,False,633,99203,7,False,高优先级-标准复查
Coal,36.0,-112.0,99.6,240.0,United States of America,True,False,607,99203,7,False,高优先级-标准复查
Coal,32.0,-116.0,99.6,231.0,Mexico,True,False,309,1659,1,False,高优先级-标准复查
