family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,reporting_gap,tier
Li,48.0,10.0,98.3,396.0,Germany,True,False,103,195,0,False,高优先级-标准复查
Li,42.0,12.0,98.3,586.0,Italy,True,False,39,35,0,False,高优先级-标准复查
REE,2.0,38.0,98.3,396.0,Kenya,True,False,388,22,0,False,高优先级-标准复查
REE,12.0,40.0,98.3,398.0,Ethiopia,True,False,346,56,0,False,高优先级-标准复查
REE,46.0,-122.0,98.3,469.0,United States of America,True,False,374,99203,7,False,高优先级-标准复查
REE,42.0,-126.0,98.3,500.0,,False,False,560,0,0,False,不可行-海上
REE,32.0,-120.0,98.3,310.0,,False,False,281,0,0,False,不可行-海上
Coal,42.0,-102.0,98.3,331.0,United States of America,True,False,355,99203,7,False,高优先级-标准复查
Coal,48.0,-122.0,98.3,331.0,United States of America,True,False,164,99203,7,False,高优先级-标准复查
Coal,22.0,-104.0,98.3,304.0,Mexico,True,False,553,1659,1,False,高优先级-标准复查
Coal,36.0,-92.0,98.3,227.0,United States of America,True,False,740,99203,7,False,高优先级-标准复查
Au,12.0,-62.0,98.2,244.0,,False,False,29,0,0,False,不可行-海上
Cu,20.0,122.0,98.2,258.0,,False,False,425,0,0,False,不可行-海上
Cu,24.0,124.0,98.2,269.0,,False,False,272,0,0,False,不可行-海上
NiCo,44.0,2.0,98.2,294.0,France,True,False,170,272,0,False,高优先级-标准复查
NiCo,16.0,42.0,98.2,325.0,,False,False,247,0,0,False,不可行-海上
NiCo,6.0,36.0,98.2,320.0,Ethiopia,True,False,450,56,0,False,高优先级-标准复查
NiCo,22.0,-108.0,98.2,289.0,,False,False,880,0,0,False,不可行-海上
NiCo,-2.0,148.0,98.2,501.0,,False,False,835,0,0,False,不可行-海上
NiCo,8.0,42.0,98.2,251.0,Ethiopia,True,False,286,56,0,False,高优先级-标准复查
NiCo,36.0,-124.0,98.2,242.0,,False,False,244,0,0,False,不可行-海上
Li,34.0,-122.0,98.2,383.0,,False,False,347,0,0,False,不可行-海上
Li,-24.0,-64.0,98.2,251.0,Argentina,True,False,567,1092,1,False,高优先级-标准复查
Li,28.0,-108.0,98.2,453.0,Mexico,True,False,803,1659,1,False,高优先级-标准复查
Li,-14.0,-68.0,98.2,253.0,Bolivia,True,False,278,794,1,False,高优先级-标准复查
Li,46.0,10.0,98.2,392.0,Italy,True,False,131,35,0,False,高优先级-标准复查
Li,-4.0,28.0,98.2,293.0,Dem. Rep. Congo,True,False,166,3,0,False,高优先级-标准复查
Li,44.0,0.0,98.2,326.0,France,True,False,207,272,0,False,高优先级-标准复查
Li,40.0,14.0,98.2,763.0,,False,False,247,0,0,False,不可行-海上
Li,-16.0,-66.0,98.2,228.0,Bolivia,True,False,236,794,1,False,高优先级-标准复查
Li,44.0,8.0,98.2,484.0,Italy,True,False,56,35,0,False,高优先级-标准复查
REE,52.0,-128.0,98.2,424.0,,False,False,458,0,0,False,不可行-海上
REE,18.0,40.0,98.2,307.0,,False,False,318,0,0,False,不可行-海上
REE,68.0,-26.0,98.2,302.0,,False,False,466,0,0,False,不可行-海上
REE,66.0,-30.0,98.2,321.0,,False,False,430,0,0,False,不可行-海上
U,44.0,0.0,98.2,226.0,France,True,False,207,272,0,False,高优先级-标准复查
Coal,42.0,-84.0,98.2,228.0,United States of America,True,False,301,99203,7,False,高优先级-标准复查
Coal,18.0,-102.0,98.2,372.0,Mexico,True,False,342,1659,1,False,高优先级-标准复查
Coal,32.0,-86.0,98.2,228.0,United States of America,True,False,246,99203,7,False,高优先级-标准复查
Coal,46.0,-128.0,98.2,428.0,,False,False,516,0,0,False,不可行-海上
Coal,48.0,-126.0,98.2,420.0,,False,False,254,0,0,False,不可行-海上
Coal,-34.0,-66.0,98.2,236.0,Argentina,True,False,435,1092,1,False,高优先级-标准复查
Coal,38.0,52.0,98.2,239.0,,True,False,264,0,0,False,高优先级-标准复查
Au,52.0,-180.0,98.1,231.0,,False,False,3638,0,0,False,不可行-海上
Au,-6.0,150.0,98.1,351.0,Papua New Guinea,True,False,494,206,0,False,高优先级-标准复查
Au,-8.0,150.0,98.1,272.0,,False,False,349,0,0,False,不可行-海上
Au,8.0,124.0,98.1,247.0,Philippines,True,False,805,572,0,False,高优先级-标准复查
Au,44.0,146.0,98.1,255.0,,False,False,1067,0,0,False,不可行-海上
Au,24.0,124.0,98.1,245.0,,False,False,272,0,0,False,不可行-海上
Au,-36.0,178.0,98.1,254.0,,False,False,305,0,0,False,不可行-海上
Au,-38.0,178.0,98.1,238.0,New Zealand,True,False,313,117,0,False,高优先级-标准复查
Cu,-44.0,-74.0,98.1,253.0,,False,False,1209,0,0,False,不可行-海上
Cu,40.0,16.0,98.1,358.0,Italy,True,False,354,35,0,False,高优先级-标准复查
Cu,2.0,124.0,98.1,236.0,,False,False,1056,0,0,False,不可行-海上
Cu,34.0,138.0,98.1,241.0,,False,False,236,0,0,False,不可行-海上
Cu,52.0,-172.0,98.1,284.0,,False,False,3395,0,0,False,不可行-海上
Cu,34.0,140.0,98.1,293.0,,False,False,189,0,0,False,不可行-海上
NiCo,10.0,38.0,98.1,302.0,Ethiopia,True,False,132,56,0,False,高优先级-标准复查
NiCo,18.0,-102.0,98.1,355.0,Mexico,True,False,342,1659,1,False,高优先级-标准复查
NiCo,18.0,-104.0,98.1,464.0,,False,False,537,0,0,False,不可行-海上
Li,44.0,-130.0,98.1,561.0,,False,False,787,0,0,False,不可行-海上
Li,42.0,16.0,98.1,543.0,,False,False,274,0,0,False,不可行-海上
Li,-26.0,-72.0,98.1,289.0,,False,False,785,0,0,False,不可行-海上
Li,-26.0,-64.0,98.1,266.0,Argentina,True,False,644,1092,1,False,高优先级-标准复查
Li,48.0,8.0,98.1,447.0,Germany,True,False,127,195,0,False,高优先级-标准复查
Li,46.0,-114.0,98.1,513.0,United States of America,True,False,774,99203,7,False,高优先级-标准复查
Li,-4.0,-82.0,98.1,368.0,,False,False,573,0,0,False,不可行-海上
Li,38.0,14.0,98.1,985.0,Italy,True,False,238,35,0,False,高优先级-标准复查
REE,38.0,-122.0,98.1,483.0,United States of America,True,False,42,99203,7,False,高优先级-标准复查
REE,-4.0,32.0,98.1,288.0,Tanzania,True,False,301,59,1,False,高优先级-标准复查
PGE,38.0,-126.0,98.1,251.0,,False,False,317,0,0,False,不可行-海上
PGE,46.0,2.0,98.1,239.0,France,True,False,319,272,0,False,高优先级-标准复查
Coal,38.0,54.0,98.1,239.0,Turkmenistan,True,False,346,3,0,False,高优先级-标准复查
Coal,40.0,-78.0,98.1,238.0,United States of America,True,False,149,99203,7,False,高优先级-标准复查
Coal,42.0,-78.0,98.1,241.0,United States of America,True,False,217,99203,7,False,高优先级-标准复查
Coal,38.0,-126.0,98.1,390.0,,False,False,317,0,0,False,不可行-海上
Coal,34.0,52.0,98.1,240.0,Iran,True,False,193,424,1,False,高优先级-标准复查
Coal,34.0,54.0,98.1,240.0,Iran,True,False,300,424,1,False,高优先级-标准复查
Coal,32.0,122.0,98.1,242.0,,False,False,102,0,0,False,不可行-海上
Coal,38.0,-80.0,98.1,245.0,United States of America,True,False,279,99203,7,False,高优先级-标准复查
Au,14.0,120.0,98.0,233.0,,False,False,125,0,0,False,不可行-海上
Au,-4.0,146.0,98.0,393.0,,False,False,622,0,0,False,不可行-海上
Au,18.0,-98.0,98.0,262.0,Mexico,True,False,200,1659,1,False,高优先级-标准复查
Au,-2.0,150.0,98.0,234.0,,False,False,886,0,0,False,不可行-海上
Au,-10.0,150.0,98.0,287.0,Papua New Guinea,True,False,313,206,0,False,高优先级-标准复查
Cu,36.0,132.0,98.0,248.0,,False,False,350,0,0,False,不可行-海上
Cu,40.0,14.0,98.0,423.0,,False,False,247,0,0,False,不可行-海上
Cu,38.0,24.0,98.0,305.0,Greece,True,False,24,67,0,False,高优先级-标准复查
NiCo,10.0,40.0,98.0,348.0,Ethiopia,True,False,179,56,0,False,高优先级-标准复查
NiCo,52.0,-128.0,98.0,385.0,,False,False,458,0,0,False,不可行-海上
NiCo,20.0,-110.0,98.0,423.0,,False,False,1139,0,0,False,不可行-海上
NiCo,14.0,42.0,98.0,350.0,,False,False,281,0,0,False,不可行-海上
NiCo,30.0,-118.0,98.0,328.0,,False,False,451,0,0,False,不可行-海上
Li,-36.0,-66.0,98.0,334.0,Argentina,True,False,511,1092,1,False,高优先级-标准复查
REE,8.0,40.0,98.0,408.0,Ethiopia,True,False,184,56,0,False,高优先级-标准复查
REE,30.0,-108.0,98.0,319.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
REE,46.0,-108.0,98.0,274.0,United States of America,True,False,738,99203,7,False,高优先级-标准复查
REE,18.0,-100.0,98.0,338.0,Mexico,True,False,185,1659,1,False,高优先级-标准复查
REE,66.0,-28.0,98.0,365.0,,False,False,351,0,0,False,不可行-海上
U,48.0,2.0,98.0,248.0,France,True,False,99,272,0,False,高优先级-标准复查
Coal,30.0,-116.0,98.0,434.0,,False,False,497,0,0,False,不可行-海上
Coal,36.0,-84.0,98.0,249.0,United States of America,True,False,254,99203,7,False,高优先级-标准复查
Coal,34.0,56.0,98.0,252.0,Iran,True,False,457,424,1,False,高优先级-标准复查
Coal,34.0,-90.0,98.0,261.0,United States of America,True,False,521,99203,7,False,高优先级-标准复查
Coal,38.0,58.0,98.0,262.0,Turkmenistan,True,False,34,3,0,False,高优先级-标准复查
Coal,28.0,-98.0,98.0,280.0,United States of America,True,False,323,99203,7,False,高优先级-标准复查
Coal,44.0,24.0,98.0,275.0,Romania,True,False,156,80,0,False,高优先级-标准复查
Au,6.0,124.0,97.9,247.0,,False,False,1011,0,0,False,不可行-海上
Au,-20.0,178.0,97.9,284.0,,False,False,213,0,0,False,不可行-海上
Au,36.0,26.0,97.9,268.0,,False,False,299,0,0,False,不可行-海上
Cu,42.0,138.0,97.9,243.0,,False,False,718,0,0,False,不可行-海上
Cu,2.0,128.0,97.9,314.0,,False,False,955,0,0,False,不可行-海上
Cu,-8.0,160.0,97.9,249.0,,False,False,160,0,0,False,不可行-海上
Cu,14.0,-92.0,97.9,280.0,,False,False,173,0,0,False,不可行-海上
Cu,30.0,130.0,97.9,317.0,,False,False,734,0,0,False,不可行-海上
Cu,14.0,-62.0,97.9,275.0,,False,False,109,0,0,False,不可行-海上
NiCo,-8.0,32.0,97.9,309.0,Tanzania,True,False,460,59,1,False,高优先级-标准复查
NiCo,22.0,-112.0,97.9,283.0,,False,False,1254,0,0,False,不可行-海上
NiCo,44.0,4.0,97.9,351.0,France,True,False,260,272,0,False,高优先级-标准复查
NiCo,4.0,34.0,97.9,303.0,Uganda,True,False,284,33,0,False,高优先级-标准复查
NiCo,2.0,32.0,97.9,295.0,Uganda,True,False,198,33,0,False,高优先级-标准复查
NiCo,-8.0,34.0,97.9,350.0,Tanzania,True,False,279,59,1,False,高优先级-标准复查
REE,66.0,-32.0,97.9,295.0,,False,False,514,0,0,False,不可行-海上
REE,4.0,30.0,97.9,312.0,Dem. Rep. Congo,True,False,198,3,0,False,高优先级-标准复查
REE,14.0,44.0,97.9,408.0,Yemen,True,False,152,3,0,False,高优先级-标准复查
PGE,44.0,-128.0,97.9,284.0,,False,False,694,0,0,False,不可行-海上
Coal,36.0,50.0,97.9,270.0,Iran,True,False,133,424,1,False,高优先级-标准复查
Coal,18.0,-100.0,97.9,357.0,Mexico,True,False,185,1659,1,False,高优先级-标准复查
Coal,30.0,-118.0,97.9,418.0,,False,False,451,0,0,False,不可行-海上
Coal,-32.0,-54.0,97.9,275.0,Uruguay,True,False,381,46,0,False,高优先级-标准复查
Coal,34.0,-102.0,97.9,417.0,United States of America,True,False,691,99203,7,False,高优先级-标准复查
Coal,48.0,-120.0,97.9,382.0,United States of America,True,False,270,99203,7,False,高优先级-标准复查
Coal,42.0,-88.0,97.9,277.0,United States of America,True,False,35,99203,7,False,高优先级-标准复查
Coal,46.0,-102.0,97.9,321.0,United States of America,True,False,737,99203,7,False,高优先级-标准复查
Au,12.0,124.0,97.8,263.0,,False,False,437,0,0,False,不可行-海上
Au,-4.0,148.0,97.8,385.0,,False,False,614,0,0,False,不可行-海上
Au,52.0,-172.0,97.8,275.0,,False,False,3395,0,0,False,不可行-海上
Cu,38.0,14.0,97.8,471.0,Italy,True,False,238,35,0,False,高优先级-标准复查
Cu,-2.0,144.0,97.8,328.0,,False,False,902,0,0,False,不可行-海上
NiCo,40.0,10.0,97.8,355.0,,False,False,295,0,0,False,不可行-海上
NiCo,40.0,16.0,97.8,366.0,Italy,True,False,354,35,0,False,高优先级-标准复查
NiCo,52.0,-132.0,97.8,324.0,,False,False,695,0,0,False,不可行-海上
NiCo,30.0,-108.0,97.8,241.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
REE,14.0,42.0,97.8,423.0,,False,False,281,0,0,False,不可行-海上
REE,52.0,-134.0,97.8,347.0,,False,False,824,0,0,False,不可行-海上
PGE,20.0,-104.0,97.8,271.0,Mexico,True,False,513,1659,1,False,高优先级-标准复查
U,26.0,-114.0,97.8,273.0,,False,False,983,0,0,False,不可行-海上
U,48.0,10.0,97.8,245.0,Germany,True,False,103,195,0,False,高优先级-标准复查
Coal,-36.0,-66.0,97.8,282.0,Argentina,True,False,511,1092,1,False,高优先级-标准复查
Coal,-26.0,32.0,97.8,280.0,Mozambique,True,False,59,27,0,False,高优先级-标准复查
Coal,42.0,-86.0,97.8,282.0,United States of America,True,False,136,99203,7,False,高优先级-标准复查
Coal,44.0,-130.0,97.8,475.0,,False,False,787,0,0,False,不可行-海上
Coal,-32.0,-68.0,97.8,282.0,Argentina,True,False,295,1092,1,False,高优先级-标准复查
Au,40.0,138.0,97.7,238.0,,False,False,504,0,0,False,不可行-海上
Au,36.0,136.0,97.7,276.0,Japan,True,False,110,338,0,False,高优先级-标准复查
Au,36.0,28.0,97.7,270.0,,False,False,439,0,0,False,不可行-海上
Au,-36.0,-68.0,97.7,260.0,Argentina,True,False,374,1092,1,False,高优先级-标准复查
Au,-4.0,154.0,97.7,265.0,,False,False,893,0,0,False,不可行-海上
Cu,-10.0,160.0,97.7,296.0,,False,False,63,0,0,False,不可行-海上
Cu,14.0,-60.0,97.7,280.0,,False,False,107,0,0,False,不可行-海上
NiCo,12.0,40.0,97.7,383.0,Ethiopia,True,False,346,56,0,False,高优先级-标准复查
NiCo,34.0,-102.0,97.7,244.0,United States of America,True,False,691,99203,7,False,高优先级-标准复查
REE,-4.0,34.0,97.7,376.0,Tanzania,True,False,311,59,1,False,高优先级-标准复查
Coal,28.0,-106.0,97.7,367.0,Mexico,True,False,619,1659,1,False,高优先级-标准复查
Coal,46.0,20.0,97.7,292.0,Serbia,True,False,136,63,0,False,高优先级-标准复查
Coal,-32.0,-50.0,97.7,284.0,,False,False,658,0,0,False,不可行-海上
Coal,34.0,-122.0,97.7,391.0,,False,False,347,0,0,False,不可行-海上
Coal,26.0,-104.0,97.7,325.0,Mexico,True,False,369,1659,1,False,高优先级-标准复查
Coal,34.0,122.0,97.7,286.0,,False,False,314,0,0,False,不可行-海上
Coal,20.0,-96.0,97.7,300.0,,False,False,334,0,0,False,不可行-海上
Coal,24.0,-102.0,97.7,317.0,Mexico,True,False,251,1659,1,False,高优先级-标准复查
